100	100	100	100	100	100	100	100	100	94	100	100	
70	70	70	70	70	70	70	70	70	65	70	70	
93	93	93	93	93	93	93	93	93	93	109	93	
93	93	93	93	93	93	93	93	93	31	109	93	
30	30	30	30	30	30	30	30	30	30	86	30	
101	101	101	101	101	101	101	101	101	89	101	101	
46	46	46	46	46	46	46	46	46	36	46	46	
97	97	97	97	97	97	97	97	97	124	96	97	
100	100	100	100	100	100	100	100	100	100	44	100	
99	99	99	99	99	99	99	99	99	129	90	99	
100	100	100	100	100	100	100	100	100	94	44	100	
101	101	101	101	101	101	101	101	101	89	17	101	
63	63	63	63	63	63	63	63	63	72	63	63	
21	21	21	21	21	21	21	21	21	112	21	21	
6	6	6	6	6	6	6	6	6	114	6	6	
85	85	85	85	85	85	85	85	85	85	31	85	
106	106	106	106	106	106	106	106	106	32	59	106	
107	107	107	107	107	107	107	107	107	126	31	107	
130	130	130	130	130	130	130	130	130	130	130	130	
29	29	29	29	29	29	29	29	29	31	29	29	
21	21	21	21	21	21	21	21	21	21	23	21	
30	30	30	30	30	30	30	30	30	75	30	30	
52	52	52	52	52	52	52	52	52	52	84	52	
130	130	130	130	130	130	130	130	130	130	130	130	
46	46	46	46	46	46	46	46	46	46	40	46	
115	115	115	115	115	115	115	115	115	2	87	115	
57	57	57	57	57	57	57	57	57	57	49	57	
64	64	64	64	64	64	64	64	64	110	64	64	
118	118	118	118	118	118	118	118	118	76	56	118	
119	119	119	119	119	119	119	119	119	43	14	119	
130	130	130	130	130	130	130	130	130	130	130	130	
121	121	121	121	121	121	121	121	121	58	66	121	
122	122	122	122	122	122	122	122	122	31	68	122	
118	118	118	118	118	118	118	118	118	76	118	118	
53	53	53	53	53	53	53	53	53	53	15	53	
121	121	121	121	121	121	121	121	121	121	66	121	
29	29	29	29	29	29	29	29	29	29	31	29	
127	127	127	127	127	127	127	127	127	62	58	127	
128	128	128	128	128	128	128	128	128	16	58	128	
9	9	9	9	9	9	9	9	9	9	111	9	
51	51	51	51	51	51	51	51	51	51	51	51	
